decisionId,timestamp,attribution,requestText,routerDecision,humanJudgement,humanNotes,routerAgreesWithHuman,routerCorrection,routerDistanceFromHuman,routerDisagreementKind,routerSummary,routerAffectedPaths
fabricated-router-project-003,,fabricated_golden_fixture,migrate all agent/session state to a durable event log with replay and rollback,,PROJECT,Fabricated: cross-cutting persistence architecture.,,,,,,
fabricated-router-project-004,,fabricated_golden_fixture,"we need multi-repo workspace support across routing, tools, plans, memory, and settings",,PROJECT,Fabricated: broad cross-cutting concern.,,,,,,
fabricated-router-project-005,,fabricated_golden_fixture,"majorly refactor the tool registry so tools are plugins with permissions, manifests, and isolated runtimes",,PROJECT,Fabricated: major refactor/new plugin subsystem.,,,,,,
fabricated-router-project-006,,fabricated_golden_fixture,split the monolithic interactive session runtime into independent packages with public APIs,,PROJECT,Fabricated: package-level architectural decomposition.,,,,,,
fabricated-router-edge-001,,fabricated_golden_fixture,"what do you think about making the footer scrollable? If it is simple, just fix it",,QUICK_FIX,Fabricated edge: question wording but asks for bounded fix.,,,,,,
fabricated-router-edge-002,,fabricated_golden_fixture,"how could we add provider failover? please make a plan, do not implement",,FEATURE,Fabricated edge: question wording plus explicit plan request.,,,,,,
fabricated-router-edge-003,,fabricated_golden_fixture,the app randomly loses session state across restarts and I have no idea why,,QUICK_FIX,Fabricated edge: unknown-cause bug; Router should do diagnostic triage and prefer QUICK_FIX unless evidence expands scope.,,,,,,
fabricated-router-edge-004,,fabricated_golden_fixture,the app randomly loses session state because our state model is split across three incompatible stores; redesign it,,PROJECT,Fabricated edge: bug report with explicit architectural cause and redesign request.,,,,,,
fabricated-router-edge-005,,fabricated_golden_fixture,"look at these logs and tell me whether this is a bug or expected behavior, do not change code",,INQUIRY,Fabricated edge: diagnostic-looking request but explicitly non-materializing.,,,,,,
fabricated-router-edge-006,,fabricated_golden_fixture,"I want to explore whether Guide and Ideator should merge, but do not plan or edit yet",,IDEATION,Fabricated edge: explicit exploration before planning.,,,,,,
